address,restaurant_name,online_order,book_table,rating,votes,phone,location,restaurant_type,dishes_liked,cuisines,approx_cost_for_two_people
"36, 12th Main, 27th Cross , 4th Block, Jayanagar, Bangalore",Vasudev Adiga's,No,No,3.8,266,"080 22940240
080 22940235",Jayanagar,Quick Bites,"Puri Saagu, Idli Sambar, Filter Coffee, Plain Dosa, Idli Vada, Vada Sambar, Rava Idli","South Indian, North Indian, Chinese, Street Food",250
"35/24, PTG Complex, 11th Main Road, 46th Cross, 5th Block, Opposite Raghavendra Matha Temple, Jayanagar, Bangalore",Paratha Junction,Yes,No,3.3,399,080 71967810,Jayanagar,Quick Bites,Paratha,"North Indian, Chinese",300
"3, Opposite Sagar Hospital, Tilak Nagar, Jayanagar, Bangalore",Vijayalakshmi Veg,Yes,No,3.9,100,080 49653105,Jayanagar,Quick Bites,"Vada, Rava Idli, Masala Dosa, Coffee",South Indian,200
"37th Cross, 18th Main, 4 T Block, Jayanagar, Bangalore",Polar Bear,Yes,No,3.8,47,080 49652916,Jayanagar,Dessert Parlor,"Sandwiches, Sandwich","Desserts, Ice Cream, Beverages, Sandwich",400
"568, 11th Main Road, 32nd Cross, 4th Block, Jayanagar, Bangalore",Leon Grill,Yes,No,4.1,421,"+91 9972001409
+91 7349482017",Jayanagar,Quick Bites,"Burgers, Fries, Chicken Filet Burger, Peri Peri Chicken Wings, Peri Peri Chicken Salad, Peri Peri Chicken Burger, Falafel","Burger, Fast Food",500
"1/21, Vijaylaxmi Towers, 32 Cross, 10th Main, 4th Block, Jayanagar, Bangalore",Shree Venkateshwara North Karnataka Hotel,No,No,4.0,82,+91 9945612307,Jayanagar,Quick Bites,"Buttermilk, Thali, Brinjal Curry, Salad, Jowar Roti, Chilli Bhajji",South Indian,200
"54/7, Old no 54, 30th Cross B, Main Road, Corp Layout, Jayanagar, Bangalore",Brews N Bites,Yes,No,3.0,62,"+91 9886791151
+91 9886439454",Jayanagar,"Quick Bites, Cafe","Coffee, Cappuccino","Chinese, Fast Food, Cafe",650
"1119/A/28, East End Main Road, 4th T Block, Jayanagar, Bangalore",Chef Master,Yes,No,3.8,76,+91 9742444881,Jayanagar,Quick Bites,"Fish Curry, Appam, Tea, Egg Roast, Sea Food","Kerala, North Indian, Chinese",300
"1478/1, 40th Cross, 18th Main, 4th T Block, Jayanagar, Bangalore",Pizza Stop,Yes,No,3.4,145,080 46640404,Jayanagar,Quick Bites,"Pasta, Thin Crust Pizza, Cheesy Garlic Bread, Salsa, Brownie, Manali Pizza, Masala Garlic Bread","Pizza, Italian",600
"1424/81, 9th Block East, South End, A Cross, Jayanagar, Bangalore",Pappu Da Dhaba,Yes,No,3.2,58,+91 6361252138,Jayanagar,Quick Bites,"Lassi, Chai, Paratha","North Indian, Fast Food, Beverages, Momos",400
"607, 15th Cross, Outer Ring Road, 1st Phase, JP Nagar, Bangalore",The Pump House,No,No,4.3,721,+91 9606127666,JP Nagar,Microbrewery,"Beer, Cocktails, Nachos, Pizza, Tiramisu, Pork Ribs, Stout","Continental, Finger Food","1,500"
"100 Feet Road, 1st Phase, Near Jayadeva Flyover, 2nd Stage, BTM, Bangalore",AB's - Absolute Barbecues,No,Yes,4.9,6452,040 45659912,BTM,Casual Dining,"Tangdi Chicken, Bbq Buffet, Chocolate Icecreams, Kofta Curry, Mutton Seekh Kabab, Paneer Curry, Mutton Keema","European, Mediterranean, North Indian, BBQ","1,600"
"67, 15th Cross, 6th B Main, JP Nagar, Bangalore",Barbeque Nation,No,Yes,4.8,3864,+91 8064806060,JP Nagar,Casual Dining,"Lunch Buffet, Goan Fish Curry, Mocktails, Chicken Biryani, Cocktails, Paan Kulfi, Pasta","North Indian, European, Mediterranean, BBQ, Kebab","1,600"
"281, 2nd Floor, 15th Cross, 5th Phase, JP Nagar, Bangalore",Sattvam,No,No,4.3,362,"080 26595000
+91 9483275526",JP Nagar,Casual Dining,"Noodles, Veg Buffet, Mango Juice, White Pasta, Panipuri, Thin Crust Pizza, Dal Makhani","North Indian, South Indian","1,200"
"55, 5th Floor, Goenka Chambers, 19th Main Road, Jeewan Griha Colony, Phase 2, JP Nagar, Bangalore",Brewsky,Yes,Yes,4.3,4325,"+91 9880438170
+91 9880661701",JP Nagar,Microbrewery,"Pork Chops, Craft Beer, Chicken Biryani, Chowmein, Cocktails, Mocktails, Drunken Chicken Wings","Continental, American","1,600"
"15, 24th Main Road, 1st Phase, JP Nagar, Bangalore",Stories,Yes,Yes,4.3,2230,080 49653116,JP Nagar,"Pub, Casual Dining","Cocktails, Pizza, Fries, Pasta, Chicken Sizzler, Long Island Iced Tea, Mojito","American, Chinese, Continental, North Indian","1,200"
"47/1, 4th Floor, 9th Cross, 1st Main, Miniforest, Phase 3, JP Nagar, Bangalore",Three Dots & A Dash,No,Yes,4.3,1230,080 49652186,JP Nagar,"Bar, Casual Dining","Cocktails, Butter Chicken, Pizza, Burgers, Pasta, Nachos, Mocktails","European, Continental","1,500"
"172/1, Unit 3, 3rd Floor, Vega City Mall, Srinivasa Industrial Estate, Bannerghatta Road, Bangalore",Chianti,No,Yes,4.5,800,+91 8067922473,Bannerghatta Road,Casual Dining,"Pasta, Pizza, Mushroom Soup, Tiramisu, Sangria, Fish, Panna Cotta",Italian,"1,500"
"55, 2nd Floor, Goenka Chambers, 19th Main Road, Outer Main Road, JP Nagar, Bangalore",55 Wall Street,No,Yes,3.9,1791,080 49652101,JP Nagar,Bar,"Cocktails, Beer, Bloody Mary, Pasta, Pizza, Burgers, Nachos","Finger Food, North Indian, Chinese","1,300"
"13, 7th Cross, 2nd Phase, JP Nagar, Bangalore",Chulha Chauki Da Dhaba,Yes,No,4.3,2447,"080 41204283
+91 7349738056",JP Nagar,Casual Dining,"Chilli Babycorn, Egg Chilli, Chicken Curry, Palak Paneer, Sweet Lassi, Chaach, Butter Chicken",North Indian,800
"15, Bannerghatta Main Road, JP Nagar, Bangalore",Le Arabia,Yes,No,4.2,146,+91 8041410082,JP Nagar,Casual Dining,"Chicken Biryani, Shawarma","North Indian, Mughlai",600
"21, 24th Main Road, 6th Phase, JP Nagar, Bangalore",Zaitoon,Yes,Yes,4.1,1551,"080 41477977
080 41488988",JP Nagar,Casual Dining,"Hummus Falafel, Gulab Jamun, Shawarma, Bbq Chicken, Mojito, Chicken Biryani, Manchow Soup","BBQ, Arabian, Chinese, North Indian, Desserts","1,000"
"915, 24th Main Road, 2nd Phase, Mayura Circle, JP Nagar, Bangalore",Paradise,Yes,No,4.0,1992,"+91 9513477574
+91 9901842605",JP Nagar,Casual Dining,"Kalmi Kabab, Hyderabadi Dum Biryani, Vegetable Biryani, Haleem, Paneer Tikka, Supreme Mutton Biryani, Hyderabadi Mutton Biryani","Biryani, North Indian, Kebab",800
"67, Ground Floor, 3rd E Main Road, 15th Cross Road, 3rd Phase, JP Nagar, Bangalore",Nourich,Yes,Yes,3.9,0,"+91 9945675038
+91 8970112299",JP Nagar,Casual Dining,"Soba Noodles, Pad Thai Noodle, Pickled Beetroot, Chicken Sandwich","Continental, Chinese, North Indian, Asian, Healthy Food, Fast Food",800
"45, 100 Feet Road, Opposite Mandovi Motors, 4th Phase, JP Nagar, Bangalore",Crumb Together,Yes,Yes,4.1,591,080 49652428,JP Nagar,"Casual Dining, Bar","Stuffed Chicken, Malai Broccoli, Cocktails, Salad, Mocktails, Tomato Soup, Biryani","Continental, Finger Food, North Indian, Chinese","1,200"
"47/1, 9th Main,1st Cross, Miniforest, Phase 3, JP Nagar, Bangalore",Checkpost,Yes,No,4.0,960,"00 08043712184
+91 9880439859",JP Nagar,Casual Dining,"Filter Kaapi, Coffee, Egg Curry, Neer Dosa, Kadala Curry, Sea Food, Ghee Idli","South Indian, Seafood, North Indian, Beverages",600
"1304, Ground Floor, 9th Cross, 20th Main, JP Nagar, Bangalore",Baba Chatkora,Yes,No,3.7,0,+91 9880894199,JP Nagar,Casual Dining,"Dal Makhani, Thali, Matka Lassi",North Indian,"1,000"
"1101, 1st Floor, 24th Main, Near ICICI Bank, JP Nagar, Bangalore",Nandhana Palace,No,Yes,4.3,1083,"+91 9513444821
080 46131111",JP Nagar,"Casual Dining, Bar","Bamboo Chicken, Chicken Guntur, Mutton Bone Soup, Chicken Boneless Biryani, Hyderabadi Biryani, Chicken Kshatriya, Vegetable Biryani","Andhra, Biryani, North Indian, Chinese",800
"N17, 24th Main Road, 6th Phase, JP Nagar, Bangalore",Dr. Sheesha,No,Yes,4.2,1466,080 49653341,JP Nagar,Cafe,"Mocktails, Pizza, Pasta Alfredo, Burgers, Nachos, Exotic Garlic Bread, Momos","Cafe, Chinese, Continental, Italian",800
"93, Near Generation School, Opposite Krishna Rao Park, Basavanagudi, Bangalore",The Rogue Elephant,No,Yes,4.3,1038,"+91 9742825560
+91 9620059233",Basavanagudi,Casual Dining,"Pasta, Salads, Masala Chai, Brownie, Wine Sauteed Mushrooms, Salad, Apple Pie","Desserts, Asian, Beverages","1,000"
"43, Krishna Nagar, SG Pallya Road, Near Christ College, BTM, Bangalore",Malabar Bay,Yes,Yes,4.1,1542,"+91 8033037820
+91 7829999500",BTM,Casual Dining,"Panneer Butter Masala, Chicken Tikka, Mutton Curry, Paneer Tikka, Appam, Roast Chicken, Kerala Parotta","Kerala, Seafood, Chinese, Biryani, Juices",800
"Vega City Mall, 3rd Floor, Bannerghatta Road, Bangalore",Galito's,Yes,No,4.5,414,+91 8067922374,Bannerghatta Road,Casual Dining,"Chicken Grill, Burgers, Garlic Bread, Mocktails, Fries, Salads, Pudding","African, Burger","1,000"
"2466, Bhaskar Grand Tower, 24th Cross, Opposite BDA Complex, Banashankari, Bangalore",Wamama,Yes,Yes,4.2,361,"+91 8042111599
+91 8971818009",Banashankari,Casual Dining,"Sushi, Noodles, Wine, Khau Suey, Mocktails, Yakisoba, Spring Roll","Asian, Korean, Indonesian, Japanese, Chinese, Thai, Momos",800
"309, 15th Cross, 100 Feet road, 5th Phase, JP Nagar, Bangalore",Bottle Breacher,No,Yes,4.1,1204,+91 9482512009,JP Nagar,"Casual Dining, Pub","Chicken Biryani, Mocktails, Pizza, Cocktails, Pork Ribs, Beer, Nachos","Italian, Continental","1,200"
"37/953, 2nd Floor, 24th Main, Above HDFC Bank, 2nd Phase, JP Nagar, Bangalore",Churchill's,Yes,Yes,4.1,1411,"+91 9035475040
+91 9845033470",JP Nagar,"Casual Dining, Pub","Cocktails, Pasta, Hara Bhara Kebab, Peppy Paneer, Paneer Pizza, Peri Peri Prawn, Fiery Paneer","North Indian, Continental","1,100"
"2467, 24th Cross, 2nd Stage, Banashankari, Bangalore",Vinny's,Yes,Yes,4.2,2130,080 26716795,Banashankari,Casual Dining,"Pizza, Pasta, Garlic Bread, Nachos, Penne Alfredo, Mozzarella Sticks, Salad","Pizza, Italian, Continental, Desserts",800
"4th Floor, Bangalore Central Mall, 9th Block, JP Nagar, Bangalore",Rajdhani Thali Restaurant,Yes,Yes,4.0,889,"+91 9886022552
080 41126111",JP Nagar,Casual Dining,"Thali, Kadhi, Malpua, Khichda, Dahi Vada, Dal Bati Churma, Rabri",North Indian,900
"1, Near Water Tank, 1st Stage, BTM, Bangalore",Narmadha's Hyderabad Biriyani,No,No,3.9,206,"+91 9343024671
080 65610333",BTM,Casual Dining,"Hyderabadi Biryani, Mutton Biryani, Vegetable Biryani","Biryani, Hyderabadi",600
"72, 2nd Floor, Next to Max & Crossword, 3rd Phase, Inner Ring Road, JP Nagar, Bangalore",Oye Amritsar,Yes,Yes,3.8,768,"080 49577007
+91 9945524705",JP Nagar,Casual Dining,"Lassi, Raita, Panneer Butter Masala, Dal Makhani, Jalebi, Biryani, Paneer Tikka",North Indian,600
"783, Outer Ring Road, Nagarjun Enclave, 1st Phase, JP Nagar, Bangalore",Skyline Pizzeria,No,No,4.0,769,"+91 7795015404
+91 8197544572",JP Nagar,"Cafe, Bakery","Pizza, Pasta, Mocktails, Pink Lemonade, Sandwiches, Mojito, Nachos","Cafe, Bakery, Italian",600
"1107, R.V.Dental College Road, 24th Main, 1st Phase, JP Nagar, Bangalore",Mockaholic Restro Beer Cafe,Yes,No,3.9,922,"080 42033222
+91 8884088553",JP Nagar,Bar,"Beer, Momos, Pizza, Coffee, Dragon Chicken, Hot Pot, Mocktails","North Indian, Chinese, Pizza, BBQ","1,000"
"1743, Raghavendra Plaza , 2nd Phase, (Near Diwakars Hospital), JP Nagar, Bangalore",Zhang's - Chinese Restaurant,Yes,No,4.1,592,"080 26595988
080 26596420",JP Nagar,Casual Dining,"Momos, Chilli Mushroom, Chop Suey, Sweet Corn Soup, Clear Soup, Hakka Noodles, Honey Chilli Potatoes","Chinese, Momos",700
"14, Krishnanagara Industrial Area, Next To Christ College, Near Dairy Circle, BTM, Bangalore",Dadi's Dum Biryani,Yes,Yes,4.1,2727,"+91 7090999991
+91 7090599999",BTM,Casual Dining,"Butter Chicken, Panner Tikka, Chicken Biryani, Chicken Lollipop, Chicken Tikka Masala, Dum Biryani, Tangdi Kabab","Biryani, North Indian, Mughlai",800
"54 & 65, Marenahalli Village, Sarakki Layout, JP Nagar, Bangalore",The Jade Kitchen,Yes,No,3.9,118,080 48527978,JP Nagar,Casual Dining,"Manchow Soup, Noodles, Dragon Rolls, Honey Chilli Potatoes, Spring Roll","Chinese, Thai",600
"1318, Near Bangalore Central, 2nd Phase, JP Nagar, Bangalore",D View Cafe,Yes,No,4.0,509,+91 9538943596,JP Nagar,"Cafe, Quick Bites","Chicken Lollipop, Dragon Rolls, Pasta Alfredo, Chicken Pakora, Burgers, Cappuccino, Chicken Wings","Cafe, Italian, Chinese, Beverages","1,000"
"949, 2nd Floor, 24th Main, 2nd Phase, JP Nagar, Bangalore",Mandi,Yes,Yes,3.8,563,"080 26581432
+91 9880493432",JP Nagar,Casual Dining,"Phirni, Chaat, Noodles, Rasgulla, Rabri, Butter Naan, Jalebi",North Indian,800
"1304, 1st Floor, 9th Cross, 20th Main, 2nd Phase, JP Nagar, Bangalore",Crafted Plate,Yes,Yes,4.2,240,"080 43023198
+91 8050088287",JP Nagar,"Casual Dining, Cafe","Burgers, Egg Salad, Pasta, Pancakes, Lasagne, Pizza, Lime Soda","Cafe, Asian, Burger, Continental, Italian, Salad",600
"294, 4th Floor, 7th Main, 7th Cross, Mico Employees Griha Nirmana Sangha Layout, 2nd Stage, BTM, Bangalore",Ruh's Cafe,Yes,No,4.1,465,"+91 9986271611
+91 9844803695",BTM,Cafe,"Coffee, Pasta, Basil Pesto Chicken, Exotic Veg Pizza, Basil Soup, Nachos, Chicken Sizzler","Cafe, American, Italian, Continental, Chinese",500
"Site 15, 15th Cross, 100 Feet Road, 4th Phase, JP Nagar, Bangalore",Onesta,Yes,Yes,4.3,4421,"+91 8904001150
+91 8904001151",JP Nagar,"Casual Dining, Cafe","Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza","Pizza, Cafe, Italian",600
"House 86, Ground Floor 3rd cross 1st Main N.S. Palya, Behind Shoppers Stop, BTM Layout, BTM 2nd stage Bangalore",Swad Restaurant,Yes,No,3.7,115,"080 41722856
+91 9019572354",BTM,Casual Dining,"Thali, Paratha, Dal Kichadi","North Indian, Chinese, Seafood",500
"45, Opposite Mini Forest, 1st Main, 3rd Phase, JP Nagar, Bangalore",Parkview,No,No,4.0,130,"080 41509991
+91 9343078070",JP Nagar,Quick Bites,"Paneer Hyderabadi, Biryani, Idli, Panneer Butter Masala, Roti, Coffee, Masala Dosa","South Indian, North Indian, Chinese",300
"13, Opposite Auchan Hyper Market, Bannerghatta Road, Bangalore",Chicken County Grand,Yes,No,3.9,324,"080 26533377
080 26533378",Bannerghatta Road,Casual Dining,"Chicken Grill, Fish, Shawarma, Rolls, Tandoori Chicken, Biryani, Hyderabadi Chicken","North Indian, Chinese",650
"745/AB, 2nd Floor, Shravanee Square, 24th Main, 15th cross, 6th Phase, JP Nagar, Bangalore",Casa Piccosa,Yes,Yes,4.1,848,"080 39510999
080 26538999",JP Nagar,"Casual Dining, Bar","Cocktails, Cajun Chicken, Beer, Salads, Chilli Babycorn, Chicken Tacos, Murgh Platter","South American, Continental, Italian","1,100"
"49/1, Subbaraoshetty Road, Netkallappa Circle, Basavanagudi, Bangalore",Sri Guru Kottureshwara Davangere Benne Dosa,Yes,No,4.1,564,"+91 9448305384
+91 9060079480",Basavanagudi,Quick Bites,"Benne Dosa, Mirchi Bajji, Filter Coffee, Poha, Tea, Butter Dosa, Crispy Dosa",South Indian,150
"44, Kutchi Bhavan, Opposite To Mini Forest, 1st Main, JP Nagar 3rd Phase, JP Nagar, Bangalore",Mavalli Tiffin Room (MTR),No,No,4.2,875,080 26586633,JP Nagar,Quick Bites,"Masala Dosa, Coffee, Pongal, Rava Idli, Badam Halwa, Thali, Vada",South Indian,300
"2, First Floor, Near R V Dental College, 2nd Phase, JP Nagar, Bangalore",Anjappar,No,No,2.7,100,"+91 9741307024
+91 9164057555",JP Nagar,Casual Dining,"Appam, Chicken Biryani, Butter Naan","Chettinad, South Indian",650
"42, Opposite RV Dental College, 7th Cross, JP Nagar, Bangalore",Bhojohori Manna,Yes,No,3.8,666,"+91 9916972666
080 26593666",JP Nagar,Casual Dining,"Fish, Kosha Mangsho, Mishti Doi, Aam Panna, Prawn, Nolen Gurer Ice Cream, Luchi","Bengali, Mughlai",650
"450, Ground Floor, Phase 5, JP Nagar, Bangalore",California Burrito,No,No,4.1,99,"080 39515101
080 43005280",JP Nagar,Quick Bites,"Tacos, California Burrito, Salsa, Nachos, Rice Bowl, Pink Lemonade","Mexican, Fast Food",400
"Shop 1, 129, 24th Main, 5th Phase, JP Nagar, Bangalore",Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,3.6,52,"+91 9880101051
+91 9742661909",JP Nagar,Quick Bites,"Fruit Custard, Russian Cutlet",Bohri,300
"2303, 21st Cross, K R Road, 2nd Stage, Banashankari, Bangalore",Cafe Vivacity,Yes,No,3.8,91,"080 26768182
+91 9845704455",Banashankari,Cafe,"Garlic Bread, Burgers, Sandwiches, Pizza, Hot Chocolate Fudge, Waffles, Potato Wedges",Cafe,650
"6/21, 10th Cross, 1st Main, Venkateshwara Layout, SG Palya",Kannur Food Point,No,No,4.0,139,+91 9886165106,BTM,Quick Bites,"Roast Chicken, Thalassery Biryani","Kerala, Chinese",200
"Opposite Federal Bank, Tavarekere Main Road, BTM Bangalore",Royal Paris,Yes,No,3.9,71,"080 26845444
080 26846444",BTM,Casual Dining,"Butter Chicken, Chicken Biryani","North Indian, Arabian, Chinese","1,000"
"688, Opposite IWWA Party Hall, 7th Main, BTM, Bangalore",The Shawarma Shop,Yes,No,4.1,382,+91 9343665007,BTM,Quick Bites,"Rumali Roti, Rumali Shawarma, Burgers, Shawarma Burger",Arabian,250
"78, 21st Main Road, Near BDA Complex, 2nd Stage, Banashankari, Bangalore",Roving Feast,No,No,4.0,1050,"080 42024092
080 42274242",Banashankari,Quick Bites,"Pasta, Momos, Rolls, Chicken Roll, Chilli Chicken, Paneer Roll, Spaghetti","Italian, Continental, Fast Food, Chinese, Momos",450
"2465, 2nd Floor, Opposite BDA Complex, 24th Cross, 2nd Stage, Banashankari, Bangalore",Hara Fine Dine,Yes,Yes,4.0,634,"080 42112211
+91 9880412211",Banashankari,Casual Dining,"Hara Bhara Kabab, Crispy Corn, Patiala Paneer, Panneer Butter Masala, Dum Biryani, Lassi, Jal-jeera","North Indian, Chinese",800
"10, Near Maruti Sagar Automobiles, Bhavani Layout, Bannerghatta Road, Bangalore",Savoury - Sea Shell Restaurant,Yes,Yes,3.9,1230,"080 49994999
080 65555988",Bannerghatta Road,Casual Dining,"Shawarma, Biryani, Chicken Grill, Rolls, Tomato Soup, Chicken Shawarama, Haleem","Arabian, North Indian, Chinese, Seafood, Biryani, Beverages",900
"294, 7th Main, 7th Cross, BTM 2nd Stage, BTM, Bangalore",Shagun Sweets & Foods,Yes,No,3.6,221,"080 42277117
+91 9108457117",BTM,"Sweet Shop, Quick Bites","Chaat, Chole Bhature, Raj Kachori, Thali, Rasmalai, Paratha, Pav Bhaji","Mithai, North Indian, Street Food, Chinese",400
"47/1, 9th Main,1st Cross, Miniforest, Phase 3, JP Nagar, Bangalore",Spice Code,No,Yes,4.0,166,"+91 9513699007
+91 9513699006",JP Nagar,Casual Dining,"Fries, Lunch Buffet, Appam, Manchow Soup, Paneer Tikka, Vegetable Stew","South Indian, North Indian, Chinese, Biryani","1,000"
"41G-Floor Royal Plaza, 24th Main, 7th Cross, 2nd Phase, JP Nagar, Bangalore",Beijing Bites,No,No,4.0,99,+91 8867811601,JP Nagar,Casual Dining,"Dragon Chicken, Chicken Lollipop, Chop Suey","Chinese, Thai",850
"688, 7th Main, 10th Cross Main Road, 2nd Stage, BTM, Bangalore",Roti Wala,Yes,No,4.2,200,080 71967538,BTM,Quick Bites,"Gulab Jamun, Buttermilk, Egg Bhurji, Sprout Salad, Roti",North Indian,300
"187, 16th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore",Sri Laxmi Venkateshwara Coffee Bar,No,No,4.4,344,+91 8971691805,Banashankari,Quick Bites,"Masala Dosa, Idli Chutney, Kharabath, Filter Coffee, Kesari Bath, Idli Vada, Maddur Vada",South Indian,100
"24 th cross, 15th Main Road, Siddanna Layout, Banashankari Stage II, Banashankari, Bangalore",Messy Bowl,No,No,3.5,73,+91 8553453196,Banashankari,Quick Bites,"Tandoori Maggi, Paneer Sizzler, Pasta, Pizza, Butter Garlic Fries, Peri Peri Maggi, Garlic Maggi","Fast Food, Beverages",500
"405, 24th Cross, 9th Main, 2nd Stage, Banashankari, Bangalore",Kirthi's Biryani,Yes,No,3.8,146,"080 26711554
+91 9741406338",Banashankari,Cafe,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails","Chinese, Cafe, Italian",700
"45/1-1, 100 Feet Road, 2nd Phase, JP Nagar, Bangalore",Woody's,Yes,No,2.5,208,"080 26490999
080 26490888",JP Nagar,Casual Dining,"Curd Rice, Pongal, Coffee, Thali, Noodles, Pav Bhaji, Masala Dosa","Chinese, South Indian, North Indian",650
"1, Monotype, 2nd Stage, Banashankari, Bangalore",The Krishna Grand,Yes,No,3.9,893,"080 26711192
+91 7022268193",Banashankari,Casual Dining,"Spring Dosa, Coffee, Spring Roll, Masala Papad, Rava Idli, Panneer Butter Masala, Chaat","North Indian, South Indian, Chinese, Fast Food, Juices",750
"724, 24th Main, 6th Phase, JP Nagar, Bangalore",White Horse,No,No,3.8,179,080 26541328,JP Nagar,Quick Bites,"Pot Biryani, Sea Food, Fish Thali","North Indian, Mangalorean, Chinese",400
"296, 100 Feet Ring Road, 5th Phase, JP Nagar, Bangalore",Coconut Grove,No,No,3.3,97,"080 48146882
+91 9945058354",JP Nagar,"Casual Dining, Bar","Lime Soda, Appam, Biryani, Pepper Chicken, Vegetable Stew, Chicken Curry","South Indian, Chettinad, Kerala, Seafood","1,100"
"Makana Tower, Tavarekere Main Road",Ashirvaad Grand,Yes,No,4.0,115,"080 26844799
080 26847799",BTM,Quick Bites,"Masala Dosa, Panneer Butter Masala","Chinese, North Indian, South Indian",400
"2/2, Pattalamma Gudi Street, Armugam Circle, Near South End Circle, Basavanagudi, Bangalore",Cafe Mondo,Yes,No,3.7,513,080 42088686,Basavanagudi,Cafe,"Pizza, Pasta Alfredo, Brownie, Garlic Bread, Sandwiches, Lemon Mojito, Mocha Fudge","Cafe, Italian, Beverages",600
"21, Ground Floor, B.H.C.S.L Layout, Stage 2, Bannerghatta Road, Bangalore",Marwa Restaurant,Yes,Yes,3.5,552,080 49653014,Bannerghatta Road,Casual Dining,"Kalmi Kabab, Gulab Jamun, Chicken Grill, Shawarma Roll, Vegetarian, Barbeque Chicken, Dal Fry","North Indian, Chinese, Fast Food, BBQ",600
"Beside Axis Bank ATM, 2nd Cross Road, Puttenahalli Rd, 6th Phase, JP Nagar, Bangalore",The Foodyz,Yes,No,3.6,43,"+91 9380002058
+91 8043759660",JP Nagar,Quick Bites,"Poha, Tea, Paratha","North Indian, Chinese",500
"DVG Road, Gandhi Bazar, Basavanagudi, Bangalore",Upahara Darshini,No,No,4.2,255,080 26611355,Basavanagudi,Quick Bites,"Masala Dosa, Vada, Set Dosa, Filter Coffee, Raita, Idli Sambar, Crispy Dosa",South Indian,150
"4, 1st Cross, Christ School Road, Bhavani Layout, Bannerghatta Road, Bangalore",Cafe Arabica,No,No,3.8,69,"080 64442444
+91 8050042444",Bannerghatta Road,"Cafe, Bakery","Coffee, French Fries, Lemon Tea, Veg Sandwich","Cafe, Bakery, Arabian, Fast Food",700
"77/1, 24th Main, 2nd Phase, JP Nagar, Bangalore",Shanthi Sagar,Yes,No,3.7,520,+91 8217521220,JP Nagar,Casual Dining,"Coffee, Mushroom Masala, Masala Dosa, Palak Paneer","South Indian, North Indian, Chinese",400
"Unit 19, 3rd Floor, 172/1, Vega City Mall, Bannerghatta Road, Bangalore",Smoke - The Sizzler House,Yes,No,3.8,94,+91 9620991924,Bannerghatta Road,Food Court,"Potato Wedges, Chicken Sizzler, Garlic Bread, Vanilla Ice Cream, Pasta, French Fries","Continental, Chinese, Thai, Italian, BBQ, Steak","1,100"
"7th Cross, 6th Main, Shakambhari Nagar, Sarakki, JP Nagar, Bangalore",Bhukkhad Baba,Yes,No,3.7,133,+91 6361316696,JP Nagar,Quick Bites,"Paratha, Thali","North Indian, Beverages",250
"39/1, R.V Road, Opposite Vijaya College, Basavanagudi, Bangalore",House Of Kebabs,Yes,No,3.9,547,080 49653042,Basavanagudi,Casual Dining,"Rolls, Roti, Shawarma, Butter Chicken, Mutton Biryani, Paneer Biryani, Lahori Chicken","North Indian, Kebab, Biryani, Chinese",700
"4th Floor, Gopalan Innovation Mall, Bannerghatta Road, Bangalore",Green Onion,No,No,3.0,50,+91 8747899743,Bannerghatta Road,Food Court,"Noodles, Momos, Chicken Noodle",Chinese,400
"A 94 6/2, 24th Main, Opposite To SBI Bank, 2nd Phase, JP Nagar, Bangalore",Faasos,Yes,No,3.9,313,+91 7700020020,JP Nagar,Quick Bites,"Rolls, Chicken Roll, Chicken Wrap, Veggie Wrap, Raita, Cheesy Chicken, Sabudana Kheer","North Indian, Biryani, Fast Food",500
"36/2, 8th Cross, 23rd Main, 2nd Phase, JP Nagar, Bangalore",Anju's Cafe,No,No,4.1,150,"+91 7483317669
+91 9740595444",JP Nagar,Quick Bites,"Sabudana Vada, Akki Rottis, Vegetable Biryani, Coffee, Bhel Puri, Vada Pav, Buttermilk","Fast Food, North Indian, Continental",400
"57, 8th A Main, 1st Stage, BTM, Bangalore",Zam Zam Darbar,No,No,2.9,84,"+91 8971956047
080 26686262",BTM,Casual Dining,"Shawarma, Biryani Combo, Chicken Grill","North Indian, Biryani, Chinese",500
"268, 6th Main, 2nd Stage, BTM, Bangalore",On The Nose,Yes,No,3.8,616,"080 42008978
+91 9886625960",BTM,Cafe,"Pasta, Sandwiches, Peppy Paneer Pizza, Sandwich, Thick Shakes, Onion Rings, Tomato Soup","Cafe, Italian, Mexican, Chinese",600
"Opposite SBI Building, Near Oracle Building, Thavarekere Main Road, Koramangala 7th Block, Bangalore",Paisa Vasool,Yes,No,3.3,395,+91 9718221004,Koramangala 7th Block,Quick Bites,"Fish Thali, Aloo Paratha",North Indian,400
"28, Ground Floor, SG Palaya, Behind Chirst College, BTM, Bangalore",Bakers Town,Yes,No,3.5,42,+91 7411103666,BTM,Cafe,"Fries, Pasta, Sandwich, Burgers, Chicken Burger, Monster Burger","Cafe, Continental, Fast Food",600
